experiment_id,user_id,variant,conversion_flag
336,8921,Treatment,0
337,4608,Treatment,0
338,10921,Control,0
339,10811,Control,0
340,5370,Control,0
341,14120,Control,0
342,19282,Treatment,0
343,14262,Control,0
344,6452,Control,0
345,15247,Control,0
346,3981,Treatment,0
347,19728,Treatment,0
348,7884,Treatment,0
349,7401,Control,0
350,21661,Control,0
351,22775,Control,0
352,18714,Treatment,0
353,14457,Treatment,0
354,3742,Treatment,0
355,9330,Control,0
356,10859,Treatment,0
357,6943,Treatment,0
358,22133,Control,0
359,23338,Treatment,0
360,2946,Treatment,0
361,18851,Treatment,0
362,5780,Control,0
363,2772,Treatment,0
364,10190,Treatment,0
365,14561,Treatment,0
366,16009,Control,0
367,21475,Control,0
368,1131,Treatment,1
369,22057,Treatment,0
370,13173,Treatment,0
371,2885,Treatment,0
372,18211,Treatment,0
373,1835,Control,0
374,20453,Control,0
375,6195,Treatment,0
376,22492,Treatment,0
377,16332,Control,0
378,15563,Control,0
379,7028,Control,0
380,4016,Control,0
381,12253,Treatment,0
382,1775,Treatment,0
383,3100,Control,0
384,5178,Treatment,0
385,2454,Control,0
386,7568,Control,0
387,7644,Treatment,0
388,11859,Control,0
389,10847,Control,0
390,14499,Treatment,0
391,10263,Treatment,0
392,10529,Treatment,0
393,38,Control,0
394,1085,Treatment,0
395,19516,Control,0
396,22248,Treatment,0
397,4280,Treatment,0
398,22044,Treatment,0
399,23567,Treatment,0
400,17493,Treatment,0
401,24448,Treatment,0
402,16110,Treatment,1
403,7236,Treatment,0
404,10003,Control,1
405,17794,Control,0
406,12940,Treatment,0
407,6355,Control,0
408,16870,Control,0
409,19080,Treatment,0
410,1139,Treatment,0
411,20148,Control,0
412,9683,Treatment,0
413,986,Control,0
414,16242,Treatment,1
415,24700,Control,0
416,21222,Control,0
417,855,Treatment,0
418,24739,Treatment,0
419,10096,Control,0
420,22415,Control,0
421,21614,Control,0
422,18693,Treatment,0
423,11778,Control,0
424,21556,Control,0
425,23009,Control,0
426,19738,Treatment,0
427,5082,Control,0
428,5538,Treatment,0
429,9979,Control,1
430,16075,Treatment,0
431,12739,Treatment,0
432,17243,Control,1
433,5739,Treatment,0
434,3690,Control,0
435,11068,Treatment,0
436,23223,Control,0
437,15004,Treatment,0
438,23866,Control,0
439,5954,Control,0
440,14526,Treatment,0
441,17723,Control,1
442,9558,Treatment,0
443,22493,Treatment,0
444,22832,Control,0
445,10442,Treatment,0
446,9565,Control,0
447,4415,Treatment,0
448,14952,Control,0
449,15237,Treatment,0
450,1362,Control,0
451,24313,Treatment,0
452,11332,Treatment,0
453,5518,Treatment,0
454,19255,Control,0
455,23286,Control,0
456,7297,Control,0
457,21139,Control,1
458,9408,Control,0
459,711,Treatment,0
460,7677,Control,0
461,8807,Control,0
462,14492,Treatment,1
463,4200,Control,0
464,4005,Treatment,1
465,1186,Treatment,0
466,6755,Treatment,0
467,2094,Treatment,0
468,18551,Control,0
469,5424,Control,0
470,22887,Control,0
471,15372,Treatment,0
472,2430,Control,0
473,14016,Control,1
474,18158,Control,0
475,12848,Treatment,1
476,23468,Control,0
477,21829,Treatment,0
478,6950,Treatment,0
479,22499,Treatment,0
480,3268,Control,1
481,1193,Control,0
482,3092,Treatment,0
483,16234,Control,0
484,16309,Treatment,0
485,23586,Treatment,0
486,2567,Control,0
487,19277,Control,0
488,24064,Control,0
489,12566,Control,0
490,7112,Treatment,0
491,22919,Treatment,0
492,21079,Control,0
493,10022,Treatment,0
494,5425,Control,0
495,4845,Control,0
496,14066,Treatment,0
497,3141,Control,0
498,21260,Control,0
499,10896,Treatment,0
500,307,Control,0
501,10869,Treatment,0
502,395,Control,0
503,2627,Treatment,0
504,17527,Control,0
505,17934,Control,0
506,13889,Treatment,0
507,10710,Treatment,1
508,907,Control,0
509,2270,Control,0
510,22223,Treatment,0
511,7050,Treatment,1
512,16392,Control,0
513,6242,Control,0
514,5372,Control,0
515,9300,Treatment,0
516,14740,Control,0
517,4000,Control,0
518,23022,Control,0
519,12736,Control,0
520,14596,Control,0
521,25,Treatment,0
522,6507,Treatment,0
523,279,Treatment,0
524,12610,Control,0
525,4915,Treatment,0
526,872,Control,0
527,5054,Treatment,0
528,3940,Treatment,0
529,6453,Control,0
530,6358,Control,0
531,17736,Treatment,0
532,4062,Control,0
533,8226,Control,1
534,5493,Control,0
535,18802,Control,0
536,17679,Control,0
537,6031,Control,0
538,21177,Treatment,0
539,13355,Treatment,0
540,22047,Treatment,0
541,13891,Control,0
542,5788,Control,0
543,3351,Treatment,0
544,12976,Treatment,0
545,13281,Treatment,0
546,4575,Treatment,1
547,1360,Treatment,0
548,3635,Treatment,1
549,22520,Treatment,0
550,6633,Treatment,1
551,10353,Treatment,0
552,4577,Treatment,0
553,19992,Control,0
554,2818,Control,1
555,13532,Control,0
556,14658,Control,0
557,14504,Treatment,0
558,15915,Control,0
559,23044,Control,0
560,733,Treatment,0
561,10275,Treatment,0
562,24060,Treatment,0
563,5877,Treatment,1
564,20980,Treatment,0
565,23575,Treatment,0
566,14026,Control,0
567,17967,Control,0
568,11223,Control,0
569,20202,Treatment,0
570,22768,Treatment,0
571,20278,Treatment,0
572,9986,Treatment,0
573,24256,Control,0
574,13323,Control,0
575,1778,Treatment,1
576,22041,Control,0
577,5611,Treatment,0
578,18467,Treatment,0
579,24802,Treatment,0
580,3308,Treatment,0
581,23621,Control,0
582,23766,Treatment,0
583,6459,Treatment,0
584,4466,Control,1
585,4697,Treatment,0
586,3080,Control,0
587,22702,Treatment,0
588,9483,Treatment,0
589,10983,Control,1
590,16564,Control,0
591,16882,Treatment,0
592,10059,Control,0
593,23460,Treatment,0
594,5704,Treatment,0
595,14887,Control,0
596,13275,Treatment,1
597,5168,Control,0
598,9757,Control,0
599,22650,Control,0
600,17672,Control,0
601,19727,Treatment,0
602,21102,Treatment,0
603,1669,Control,0
604,12795,Control,0
605,10997,Control,0
606,8757,Treatment,0
607,21043,Treatment,0
608,14861,Treatment,0
609,5174,Treatment,0
610,7787,Control,0
611,16747,Treatment,1
612,9460,Treatment,0
613,20650,Control,0
614,8743,Treatment,0
615,14522,Control,0
616,913,Control,0
617,4521,Treatment,0
618,19433,Control,0
619,15363,Treatment,0
620,19109,Treatment,0
621,19538,Treatment,0
622,13306,Control,0
623,15000,Control,0
624,6216,Control,1
625,10525,Treatment,0
626,18400,Control,0
627,5672,Control,0
628,22261,Control,1
629,10720,Control,0
630,24101,Treatment,0
631,23606,Treatment,1
632,18331,Treatment,0
633,5503,Treatment,0
634,2703,Treatment,0
635,4250,Treatment,0
636,18692,Control,0
637,564,Control,1
638,15907,Control,0
639,24765,Treatment,0
640,9869,Control,0
641,9981,Treatment,0
642,8424,Treatment,0
643,11479,Treatment,1
644,7209,Treatment,1
645,21362,Control,0
646,15743,Treatment,0
647,10246,Control,1
648,8894,Control,0
649,17313,Treatment,0
650,7035,Control,0
651,8577,Control,0
652,13271,Control,0
653,14018,Control,0
654,11783,Control,1
655,3764,Control,1
656,6949,Control,0
657,17539,Control,0
658,17777,Control,0
659,16184,Control,0
660,2065,Control,1
661,20374,Treatment,0
662,1122,Control,0
663,3594,Control,0
664,13088,Control,1
665,24192,Treatment,0
666,582,Treatment,1
667,8252,Control,0
668,5979,Control,1
669,3137,Control,0
670,14965,Control,0
671,23771,Treatment,1
672,23114,Control,0
673,20603,Treatment,0
674,21168,Treatment,0
675,18004,Treatment,0
676,14703,Control,0
677,17177,Control,0
678,22581,Treatment,1
679,20562,Treatment,0
680,17847,Treatment,0
681,13249,Control,1
682,17649,Control,0
683,19618,Treatment,0
684,11202,Control,0
685,14684,Treatment,0
686,13859,Control,0
687,23416,Treatment,0
688,12,Treatment,0
689,2111,Control,0
690,12602,Control,0
691,22129,Control,0
692,19174,Treatment,0
693,11214,Treatment,0
694,16428,Treatment,0
695,18335,Control,0
696,4483,Control,0
697,22613,Treatment,0
698,23368,Treatment,0
699,8133,Treatment,0
700,2659,Treatment,0
701,13656,Control,0
702,16348,Treatment,0
703,2731,Control,0
704,23291,Treatment,0
705,7124,Treatment,0
706,12275,Control,1
707,10540,Control,0
708,15704,Treatment,0
709,16745,Treatment,1
710,10238,Control,0
711,18231,Control,0
712,9331,Control,0
713,11257,Control,0
714,1725,Treatment,0
715,18384,Control,0
716,3625,Treatment,0
717,786,Treatment,0
718,13315,Control,0
719,16417,Control,0
720,12123,Treatment,0
721,12046,Treatment,0
722,4971,Control,1
723,21906,Treatment,0
724,23953,Control,0
725,20813,Treatment,0
726,15891,Control,0
727,7725,Control,0
728,12948,Control,1
729,24684,Treatment,0
730,9807,Control,0
731,17972,Control,0
732,2793,Treatment,0
733,10543,Control,0
734,24939,Treatment,1
735,16866,Control,0
736,18575,Control,1
737,19123,Treatment,0
738,20290,Control,1
739,18091,Treatment,0
740,20128,Treatment,0
741,2871,Control,0
742,5151,Treatment,0
743,8593,Treatment,0
744,17039,Control,0
745,9795,Control,0
746,2759,Treatment,0
747,1683,Control,0
748,13830,Treatment,0
749,18886,Control,0
750,23552,Control,0
751,18668,Treatment,0
752,4589,Control,0
753,17359,Treatment,0
754,3209,Control,0
755,17061,Control,0
756,9444,Treatment,0
757,18346,Treatment,0
758,10380,Treatment,0
759,22876,Treatment,0
760,16456,Treatment,0
761,17003,Control,0
762,16385,Treatment,0
763,16542,Control,0
764,18600,Treatment,0
765,3877,Treatment,0
766,19716,Treatment,0
767,19505,Treatment,0
768,4400,Treatment,0
769,903,Treatment,0
770,15425,Treatment,0
771,12018,Treatment,0
772,24947,Treatment,0
773,5752,Control,0
774,7738,Treatment,0
775,2832,Treatment,0
776,14968,Treatment,0
777,2853,Treatment,0
778,20223,Treatment,0
779,16946,Control,0
780,16982,Control,0
781,7165,Treatment,0
782,219,Control,0
783,18438,Treatment,0
784,16504,Control,0
785,13144,Control,0
786,6339,Control,1
787,20233,Control,0
788,6211,Control,0
789,20958,Control,0
790,17284,Control,0
791,8784,Control,0
792,14571,Treatment,0
793,7372,Treatment,0
794,12244,Control,0
795,16050,Control,0
796,16106,Treatment,0
797,11509,Treatment,0
798,22459,Control,0
799,11532,Treatment,0
800,2943,Control,0
801,15404,Treatment,1
802,16195,Control,0
803,14914,Treatment,0
804,9919,Control,0
805,10409,Treatment,0
806,18307,Treatment,0
807,1660,Treatment,1
808,12781,Treatment,0
809,24490,Treatment,0
810,6288,Treatment,0
811,7304,Control,0
812,20018,Control,0
813,2197,Treatment,0
814,10203,Treatment,0
815,24835,Treatment,0
816,14487,Treatment,0
817,21605,Control,0
818,11634,Control,0
819,13005,Control,0
820,4134,Control,0
821,12357,Treatment,0
822,22068,Treatment,0
823,8116,Treatment,0
824,6924,Control,0
825,14970,Control,0
826,9491,Treatment,0
827,5740,Control,1
828,10143,Control,0
829,5312,Control,0
830,16315,Treatment,0
831,12714,Control,0
832,17516,Treatment,0
833,17012,Control,0
834,16497,Control,1
835,3125,Treatment,0
836,10377,Control,0
837,18284,Treatment,0
838,10052,Treatment,0
839,8257,Control,0
840,143,Treatment,1
841,12537,Control,0
842,1783,Treatment,0
843,13199,Treatment,0
844,3105,Control,0
845,20971,Control,0
846,22147,Control,1
847,5440,Control,0
848,1303,Control,0
849,22845,Control,0
850,22782,Control,0
851,19973,Control,0
852,18798,Control,0
853,5446,Control,0
854,7551,Treatment,0
855,11843,Control,0
856,14275,Control,0
857,4635,Control,0
858,6838,Control,0
859,9771,Treatment,0
860,9236,Treatment,0
861,2066,Control,0
862,5944,Control,0
863,1515,Control,0
864,22872,Control,0
865,22387,Control,0
866,9731,Treatment,0
867,10475,Treatment,0
868,17107,Control,0
869,18812,Control,0
870,13384,Control,1
871,4809,Control,0
872,13116,Treatment,1
873,12837,Treatment,0
874,21397,Treatment,0
875,1677,Treatment,0
876,12668,Treatment,0
877,19789,Control,0
878,3713,Control,0
879,12882,Treatment,0
880,18216,Control,0
881,22973,Treatment,1
882,16067,Control,0
883,24301,Treatment,0
884,23439,Control,0
885,17131,Control,1
886,22350,Treatment,0
887,12345,Treatment,0
888,11602,Treatment,0
889,477,Treatment,0
890,18136,Treatment,0
891,8508,Control,0
892,7333,Treatment,0
893,8057,Control,0
894,2637,Control,0
895,20358,Control,0
896,16672,Control,0
897,10260,Control,0
898,9611,Treatment,0
899,19745,Treatment,0
900,6292,Control,0
901,10308,Treatment,0
902,16612,Treatment,0
903,18649,Control,0
904,21257,Treatment,0
905,22821,Control,0
906,21859,Control,0
907,18571,Treatment,0
908,5268,Control,0
909,14369,Treatment,0
910,3795,Control,0
911,16487,Treatment,0
912,9628,Treatment,0
913,9816,Treatment,0
914,19556,Control,0
915,23196,Control,0
916,11091,Control,0
917,23117,Treatment,0
918,3783,Treatment,0
919,20864,Control,0
920,1220,Control,0
921,3427,Control,0
922,1029,Treatment,0
923,20293,Treatment,0
924,20429,Treatment,0
925,16553,Treatment,0
926,1359,Treatment,1
927,8029,Treatment,0
928,16918,Treatment,0
929,21571,Control,0
930,4847,Control,1
931,3226,Control,0
932,1571,Treatment,0
933,7620,Control,0
934,22690,Treatment,0
935,14446,Control,1
936,17385,Control,0
937,11061,Control,0
938,11937,Control,0
939,17788,Treatment,0
940,3138,Control,0
941,5771,Treatment,0
942,11576,Control,0
943,12353,Treatment,0
944,20116,Control,1
945,19794,Treatment,0
946,8713,Control,0
947,17981,Treatment,0
948,11682,Control,1
949,16379,Control,1
950,7503,Treatment,0
951,22352,Treatment,0
952,1294,Control,0
953,11279,Control,0
954,15564,Control,0
955,5675,Control,0
956,11896,Control,0
957,16523,Treatment,0
958,20867,Control,0
959,8939,Control,0
960,15632,Treatment,0
961,3216,Control,0
962,2844,Treatment,0
963,21120,Control,1
964,17346,Treatment,0
965,20311,Treatment,0
966,5218,Treatment,1
967,847,Treatment,0
968,23012,Control,0
969,8516,Treatment,0
970,8192,Control,0
971,24518,Treatment,0
972,8656,Control,0
973,21187,Control,0
974,4992,Control,0
975,11039,Control,0
976,2679,Control,0
977,11790,Treatment,0
978,14187,Control,0
979,20767,Control,0
980,11449,Treatment,0
981,3385,Treatment,0
982,16818,Treatment,0
983,22158,Control,0
984,2424,Treatment,0
985,6074,Control,0
986,17838,Treatment,1
987,22017,Treatment,0
988,19849,Control,0
989,9008,Control,0
990,24967,Treatment,0
991,2453,Treatment,1
992,23105,Treatment,0
993,15812,Control,0
994,6637,Control,0
995,7854,Control,0
996,8985,Treatment,0
997,23162,Treatment,0
998,620,Control,0
999,2599,Treatment,0
1000,3580,Treatment,0
1001,2141,Treatment,0
1002,9042,Control,0
1003,23499,Treatment,0
1004,20210,Treatment,0
1005,24453,Treatment,0
1006,11057,Control,0
1007,12279,Control,0
1008,7745,Treatment,0
1009,15738,Control,0
1010,14390,Treatment,0
1011,16066,Control,1
1012,4195,Control,0
1013,15894,Control,0
1014,8771,Control,0
1015,21253,Treatment,1
1016,2838,Control,0
1017,2545,Control,0
1018,18722,Treatment,0
1019,13638,Treatment,0
1020,18666,Treatment,0
1021,3231,Treatment,0
1022,22631,Treatment,0
1023,14709,Treatment,0
1024,12006,Control,0
1025,23366,Control,0
1026,19869,Control,0
1027,5128,Control,0
1028,13856,Control,0
1029,4566,Control,0
1030,1034,Control,0
1031,3210,Treatment,0
1032,14755,Treatment,0
1033,11656,Control,0
1034,4413,Treatment,0
1035,21285,Control,0
1036,6963,Control,0
1037,7267,Control,1
1038,13130,Treatment,0
1039,2821,Control,0
1040,1534,Treatment,0
1041,9887,Treatment,0
1042,17541,Treatment,0
1043,3836,Control,0
1044,3917,Treatment,0
1045,1759,Control,0
1046,4070,Control,0
1047,20842,Treatment,0
1048,16502,Treatment,0
1049,1776,Control,0
1050,4933,Control,0
1051,18315,Treatment,1
1052,12187,Treatment,0
1053,22214,Control,0
1054,16068,Treatment,0
1055,1065,Control,0
1056,12544,Control,0
1057,10524,Treatment,0
1058,22824,Control,0
1059,12392,Control,0
1060,18345,Control,0
1061,23241,Control,0
1062,23601,Control,0
1063,3883,Treatment,0
1064,3674,Treatment,0
1065,15022,Treatment,0
1066,18795,Control,0
1067,13356,Control,0
1068,11235,Treatment,0
1069,9713,Treatment,0
1070,23636,Treatment,0
1071,16717,Control,0
1072,6659,Control,0
1073,8320,Treatment,0
1074,17433,Control,0
1075,4455,Treatment,0
1076,17042,Treatment,0
1077,17559,Control,0
1078,13862,Control,0
1079,9080,Treatment,1
1080,1604,Treatment,0
1081,18264,Control,0
1082,19356,Treatment,0
1083,15635,Treatment,0
1084,17242,Treatment,0
1085,13558,Treatment,0
1086,23961,Control,1
1087,4997,Control,0
1088,11418,Control,0
1089,10020,Treatment,0
1090,7991,Treatment,0
1091,23686,Control,1
1092,11265,Control,0
1093,22598,Control,0
1094,21529,Control,0
1095,13494,Treatment,0
1096,19825,Control,0
1097,14347,Treatment,0
1098,15989,Control,0
1099,1264,Control,0
1100,261,Treatment,0
1101,6655,Treatment,0
1102,22396,Control,0
1103,4951,Control,0
1104,1947,Control,0
1105,23156,Treatment,0
1106,11121,Control,0
1107,4640,Treatment,0
1108,6847,Treatment,0
1109,11274,Control,0
1110,7558,Treatment,0
1111,15097,Control,0
1112,6416,Treatment,0
1113,8841,Treatment,0
1114,2680,Control,0
1115,18860,Control,0
1116,21263,Control,0
1117,6940,Treatment,0
1118,6149,Control,0
1119,18093,Treatment,0
1120,24799,Treatment,0
1121,16160,Treatment,0
1122,14776,Treatment,0
1123,14900,Treatment,1
1124,16080,Treatment,0
1125,19403,Control,0
1126,20053,Treatment,0
1127,7040,Treatment,0
1128,7374,Control,0
1129,13000,Treatment,0
1130,5776,Control,0
1131,10800,Control,0
1132,18711,Control,0
1133,17951,Treatment,0
1134,464,Control,1
1135,21691,Control,1
1136,5684,Control,0
1137,23298,Control,0
1138,3473,Treatment,0
1139,23803,Control,0
1140,21710,Control,0
1141,16561,Treatment,0
1142,22489,Control,0
1143,10504,Treatment,1
1144,3500,Control,0
1145,19226,Treatment,0
1146,7893,Control,0
1147,2698,Treatment,0
1148,24863,Control,0
1149,15183,Treatment,0
1150,20751,Control,0
1151,231,Treatment,0
1152,18499,Control,0
1153,3545,Control,0
1154,12446,Control,0
1155,10908,Control,0
1156,9928,Control,0
1157,21891,Control,0
1158,10187,Control,0
1159,14324,Treatment,0
1160,21841,Treatment,0
1161,21129,Control,1
1162,24403,Control,1
1163,15326,Control,1
1164,22884,Treatment,0
1165,4321,Control,0
1166,19363,Control,0
1167,10233,Treatment,0
1168,17658,Treatment,0
1169,9911,Control,0
1170,12308,Treatment,1
1171,23458,Treatment,0
1172,14803,Control,1
1173,21074,Control,0
1174,240,Control,0
1175,8864,Treatment,0
1176,24073,Control,0
1177,1117,Control,0
1178,14274,Treatment,0
1179,2802,Treatment,0
1180,544,Treatment,0
1181,7906,Control,0
1182,10299,Control,0
1183,20744,Control,0
1184,20452,Control,0
1185,10195,Treatment,0
1186,13612,Control,0
1187,9365,Treatment,1
1188,1434,Control,0
1189,5815,Control,0
1190,10707,Control,0
1191,3846,Treatment,0
1192,2280,Control,0
1193,8607,Control,0
1194,22592,Treatment,0
1195,2706,Control,0
1196,15864,Control,0
1197,20169,Control,0
1198,13417,Treatment,0
1199,6615,Treatment,0
1200,19844,Treatment,0
1201,20632,Treatment,1
1202,5507,Treatment,0
1203,13509,Treatment,1
1204,6864,Treatment,0
1205,13617,Control,0
1206,4982,Control,0
1207,19821,Control,0
1208,17726,Treatment,0
1209,2329,Treatment,0
1210,8692,Treatment,0
1211,6827,Control,0
1212,7712,Treatment,0
1213,16525,Control,1
1214,21323,Control,1
1215,22283,Treatment,0
1216,8047,Control,0
1217,15033,Treatment,0
1218,6621,Treatment,0
1219,15696,Control,1
1220,21379,Control,0
1221,13183,Control,0
1222,20051,Treatment,0
1223,10932,Treatment,1
1224,3974,Control,0
1225,15101,Control,0
1226,20107,Treatment,0
1227,17522,Control,1
1228,5725,Treatment,1
1229,21233,Control,0
1230,24228,Control,0
1231,21922,Control,1
1232,17862,Control,0
1233,5985,Treatment,0
1234,7952,Treatment,0
1235,5495,Control,0
1236,16563,Control,1
1237,4052,Control,0
1238,3404,Control,0
1239,18975,Control,0
1240,15197,Control,0
1241,5897,Treatment,0
1242,6247,Control,0
1243,505,Treatment,0
1244,165,Treatment,0
1245,1987,Control,0
1246,3281,Treatment,0
1247,2525,Control,1
1248,19273,Treatment,0
1249,24813,Treatment,0
1250,24880,Treatment,1
1251,17460,Treatment,0
1252,21923,Treatment,0
1253,20298,Treatment,0
