user_id,signup_date,city,age,acquisition_channel,device_type,kyc_status
129,2025-02-23,Hyderabad,55,Affiliate,iOS,Completed
130,2025-04-08,Delhi,48,Meta,Android,Completed
131,2025-02-16,Hyderabad,33,Organic,Android,Completed
132,2025-02-08,Mumbai,40,Referral,Android,Completed
133,2024-03-07,Bengaluru,32,Referral,Android,Completed
134,2025-02-12,Delhi,35,Affiliate,iOS,Completed
135,2025-08-03,Chennai,44,Referral,iOS,Completed
136,2024-08-09,Delhi,26,Affiliate,Android,Pending
137,2025-03-16,Delhi,49,Meta,iOS,Completed
138,2024-01-23,Pune,57,Organic,Android,Completed
139,2024-09-10,Pune,58,Referral,Android,Completed
140,2024-11-14,Delhi,25,Google,Android,Pending
141,2025-12-18,Bengaluru,35,Referral,Android,Completed
142,2024-06-05,Chennai,29,Organic,Android,Completed
143,2024-07-20,Chennai,44,Organic,iOS,Completed
144,2024-10-25,Pune,31,Meta,iOS,Completed
145,2025-12-25,Pune,34,Meta,iOS,Completed
146,2025-09-14,Hyderabad,23,Organic,iOS,Completed
147,2024-01-26,Bengaluru,41,Referral,Android,Completed
148,2024-06-19,Mumbai,40,Referral,Android,Completed
149,2025-08-22,Chennai,41,Affiliate,Android,Completed
150,2024-02-12,Hyderabad,32,Google,Android,Completed
151,2025-09-16,Delhi,49,Referral,iOS,Completed
152,2024-07-24,Delhi,43,Affiliate,iOS,Completed
153,2025-10-31,Chennai,25,Organic,Android,Completed
154,2024-08-02,Delhi,33,Affiliate,Android,Pending
155,2024-11-13,Bengaluru,45,Referral,Android,Pending
156,2025-04-28,Pune,22,Referral,Android,Completed
157,2024-04-02,Delhi,32,Referral,iOS,Completed
158,2025-02-10,Mumbai,54,Referral,Android,Completed
159,2025-01-03,Bengaluru,36,Referral,iOS,Pending
160,2025-07-26,Delhi,39,Organic,Android,Completed
161,2025-12-28,Pune,46,Organic,iOS,Completed
162,2025-04-29,Bengaluru,31,Organic,iOS,Completed
163,2024-10-25,Mumbai,52,Affiliate,iOS,Completed
164,2024-10-23,Mumbai,18,Meta,iOS,Completed
165,2024-11-01,Bengaluru,37,Affiliate,iOS,Completed
166,2025-08-17,Hyderabad,43,Affiliate,Android,Completed
167,2024-08-22,Mumbai,28,Google,iOS,Pending
168,2024-05-01,Chennai,50,Organic,Android,Pending
169,2024-09-01,Delhi,21,Affiliate,Android,Completed
170,2024-01-17,Hyderabad,45,Meta,iOS,Completed
171,2024-03-18,Bengaluru,44,Google,iOS,Completed
172,2024-03-06,Mumbai,51,Referral,Android,Completed
173,2025-07-17,Delhi,26,Meta,Android,Completed
174,2025-06-11,Bengaluru,24,Google,iOS,Completed
175,2025-05-23,Delhi,42,Google,iOS,Completed
176,2024-12-03,Delhi,58,Affiliate,Android,Completed
177,2025-06-07,Delhi,50,Google,Android,Completed
178,2024-04-27,Hyderabad,26,Affiliate,iOS,Completed
179,2025-10-19,Chennai,35,Meta,Android,Completed
180,2024-12-31,Chennai,29,Organic,Android,Completed
181,2025-11-15,Bengaluru,50,Organic,Android,Pending
182,2024-04-21,Hyderabad,39,Referral,iOS,Completed
183,2024-12-29,Pune,36,Organic,iOS,Completed
184,2025-05-23,Pune,18,Organic,Android,Completed
185,2024-12-27,Mumbai,44,Meta,Android,Completed
186,2024-11-21,Chennai,36,Meta,iOS,Completed
187,2024-05-01,Chennai,19,Affiliate,Android,Completed
188,2024-10-05,Delhi,26,Affiliate,iOS,Completed
189,2024-06-23,Pune,48,Affiliate,Android,Completed
190,2024-08-08,Hyderabad,49,Organic,iOS,Completed
191,2025-05-14,Chennai,38,Affiliate,Android,Completed
192,2025-04-05,Chennai,49,Affiliate,Android,Completed
193,2025-03-19,Chennai,49,Referral,Android,Completed
194,2024-09-21,Pune,43,Affiliate,Android,Completed
195,2025-12-01,Pune,26,Affiliate,Android,Pending
196,2024-03-04,Delhi,35,Referral,iOS,Completed
197,2024-09-07,Hyderabad,52,Meta,iOS,Pending
198,2024-03-27,Hyderabad,31,Google,Android,Completed
199,2024-09-04,Pune,45,Google,iOS,Completed
200,2025-12-03,Delhi,52,Google,iOS,Completed
201,2024-09-24,Mumbai,40,Meta,Android,Completed
202,2025-10-25,Chennai,39,Meta,Android,Completed
203,2024-12-27,Pune,25,Google,iOS,Completed
204,2025-05-25,Pune,38,Organic,iOS,Completed
205,2024-11-29,Bengaluru,19,Meta,Android,Pending
206,2024-07-13,Pune,22,Organic,Android,Pending
207,2025-07-11,Chennai,40,Google,iOS,Pending
208,2025-12-08,Bengaluru,27,Organic,iOS,Completed
209,2024-07-11,Bengaluru,32,Google,iOS,Completed
210,2025-07-22,Mumbai,33,Referral,Android,Pending
211,2024-07-09,Pune,37,Referral,Android,Completed
212,2025-06-07,Chennai,47,Organic,iOS,Completed
213,2025-07-29,Hyderabad,36,Referral,Android,Completed
214,2024-11-24,Hyderabad,53,Google,iOS,Completed
215,2025-06-21,Delhi,38,Meta,iOS,Completed
216,2024-07-17,Pune,59,Referral,Android,Completed
217,2024-02-27,Bengaluru,59,Organic,iOS,Completed
218,2024-03-11,Mumbai,35,Organic,iOS,Completed
219,2024-11-22,Mumbai,50,Organic,Android,Completed
220,2025-10-20,Pune,37,Google,iOS,Pending
221,2024-04-03,Hyderabad,54,Organic,Android,Completed
222,2024-11-28,Chennai,50,Organic,Android,Completed
223,2025-05-28,Pune,32,Meta,Android,Completed
224,2024-05-27,Mumbai,31,Organic,Android,Pending
225,2025-06-10,Pune,54,Meta,Android,Completed
226,2024-08-11,Bengaluru,40,Google,iOS,Completed
227,2025-08-13,Chennai,47,Affiliate,iOS,Pending
228,2025-02-26,Chennai,46,Organic,iOS,Pending
229,2025-02-03,Chennai,24,Meta,iOS,Completed
230,2024-05-09,Bengaluru,27,Meta,Android,Completed
231,2024-12-04,Pune,55,Referral,iOS,Completed
232,2025-09-17,Chennai,29,Organic,iOS,Pending
233,2024-01-15,Bengaluru,54,Affiliate,Android,Completed
234,2025-07-07,Hyderabad,32,Google,Android,Completed
235,2024-12-25,Chennai,53,Organic,iOS,Completed
236,2025-06-09,Delhi,42,Referral,Android,Completed
237,2025-04-29,Delhi,22,Meta,iOS,Completed
238,2024-11-11,Mumbai,29,Referral,iOS,Completed
239,2024-08-13,Hyderabad,58,Affiliate,Android,Completed
240,2025-04-02,Pune,26,Google,Android,Completed
241,2024-04-12,Hyderabad,27,Affiliate,Android,Pending
242,2025-03-02,Chennai,24,Affiliate,iOS,Completed
243,2024-03-10,Chennai,43,Meta,Android,Completed
244,2025-04-19,Chennai,51,Referral,Android,Completed
245,2025-04-03,Delhi,57,Organic,Android,Completed
246,2024-03-02,Chennai,55,Referral,Android,Completed
247,2025-07-06,Mumbai,55,Organic,iOS,Completed
248,2024-10-30,Hyderabad,55,Meta,iOS,Pending
249,2025-07-28,Mumbai,41,Referral,iOS,Completed
250,2024-01-31,Pune,52,Organic,Android,Completed
251,2024-05-11,Chennai,44,Meta,iOS,Completed
252,2024-12-26,Hyderabad,23,Meta,iOS,Completed
253,2024-05-17,Delhi,19,Google,Android,Completed
254,2024-08-28,Hyderabad,22,Meta,iOS,Completed
255,2025-04-27,Chennai,32,Affiliate,iOS,Completed
256,2024-04-15,Mumbai,38,Affiliate,iOS,Completed
257,2025-05-09,Chennai,44,Affiliate,Android,Completed
258,2024-03-16,Mumbai,39,Affiliate,iOS,Completed
259,2024-05-07,Bengaluru,33,Google,iOS,Completed
260,2025-03-04,Chennai,48,Organic,iOS,Completed
261,2025-08-02,Chennai,54,Organic,iOS,Completed
262,2024-05-04,Delhi,27,Affiliate,Android,Pending
263,2024-08-06,Hyderabad,28,Google,Android,Completed
264,2025-11-06,Chennai,57,Referral,iOS,Completed
265,2025-12-23,Chennai,58,Meta,Android,Pending
266,2025-02-28,Pune,31,Referral,Android,Completed
267,2024-11-22,Pune,39,Referral,Android,Pending
268,2024-09-10,Delhi,42,Affiliate,iOS,Pending
269,2025-03-23,Mumbai,44,Organic,iOS,Completed
270,2025-03-07,Bengaluru,54,Google,iOS,Completed
271,2024-08-03,Hyderabad,22,Organic,Android,Completed
272,2024-01-17,Hyderabad,39,Google,Android,Completed
273,2024-04-20,Chennai,27,Google,iOS,Completed
274,2025-11-30,Bengaluru,49,Affiliate,iOS,Pending
275,2024-11-01,Chennai,43,Referral,iOS,Completed
276,2024-12-18,Chennai,49,Organic,Android,Completed
277,2024-12-06,Chennai,56,Meta,Android,Completed
278,2025-07-25,Hyderabad,51,Referral,iOS,Completed
279,2024-02-17,Bengaluru,53,Referral,iOS,Pending
280,2024-03-01,Delhi,52,Affiliate,Android,Pending
281,2024-07-20,Hyderabad,44,Google,iOS,Completed
282,2024-12-21,Hyderabad,34,Affiliate,Android,Completed
283,2025-05-04,Hyderabad,32,Affiliate,Android,Pending
284,2024-12-24,Hyderabad,33,Google,iOS,Pending
285,2024-11-18,Hyderabad,43,Referral,iOS,Completed
286,2025-11-15,Mumbai,51,Referral,iOS,Completed
287,2024-04-27,Hyderabad,33,Affiliate,iOS,Completed
288,2025-02-21,Mumbai,42,Organic,iOS,Completed
289,2025-01-30,Delhi,35,Google,Android,Completed
290,2024-12-11,Delhi,43,Affiliate,iOS,Completed
291,2025-08-12,Chennai,52,Organic,iOS,Completed
292,2024-07-13,Pune,35,Meta,iOS,Completed
293,2025-11-27,Hyderabad,34,Google,iOS,Completed
294,2024-08-30,Bengaluru,26,Referral,iOS,Completed
295,2025-02-01,Chennai,38,Meta,iOS,Completed
296,2025-01-15,Mumbai,37,Affiliate,iOS,Completed
297,2025-09-12,Bengaluru,24,Organic,Android,Completed
298,2024-11-16,Mumbai,58,Meta,Android,Completed
299,2024-07-26,Pune,54,Meta,iOS,Completed
300,2024-01-16,Delhi,30,Meta,iOS,Completed
301,2024-09-22,Mumbai,57,Organic,iOS,Completed
302,2025-08-26,Bengaluru,29,Meta,Android,Completed
303,2024-01-08,Hyderabad,35,Affiliate,Android,Pending
304,2025-10-16,Chennai,23,Referral,Android,Pending
305,2025-01-31,Delhi,43,Organic,iOS,Completed
306,2024-04-12,Bengaluru,38,Referral,iOS,Completed
307,2024-08-08,Delhi,29,Affiliate,iOS,Completed
308,2025-02-08,Hyderabad,30,Affiliate,iOS,Pending
309,2024-08-18,Bengaluru,57,Organic,Android,Pending
310,2024-03-20,Mumbai,46,Organic,iOS,Completed
311,2025-05-01,Bengaluru,24,Organic,Android,Completed
312,2025-05-05,Delhi,23,Google,iOS,Pending
313,2024-03-27,Mumbai,20,Affiliate,Android,Completed
314,2024-07-24,Mumbai,28,Meta,Android,Completed
315,2024-06-27,Bengaluru,49,Affiliate,Android,Completed
316,2025-04-26,Chennai,20,Organic,iOS,Completed
317,2025-06-17,Delhi,28,Referral,Android,Completed
318,2025-06-14,Pune,19,Referral,Android,Completed
319,2025-11-16,Delhi,45,Affiliate,iOS,Completed
320,2025-07-15,Mumbai,52,Meta,Android,Completed
321,2024-08-22,Mumbai,40,Referral,iOS,Completed
322,2024-03-19,Pune,56,Organic,Android,Completed
323,2025-03-24,Hyderabad,46,Affiliate,Android,Completed
324,2025-10-30,Mumbai,50,Referral,iOS,Completed
325,2025-12-12,Hyderabad,31,Referral,Android,Completed
326,2024-06-17,Hyderabad,54,Google,Android,Completed
327,2024-06-21,Bengaluru,44,Organic,iOS,Completed
328,2024-01-28,Chennai,21,Referral,iOS,Completed
329,2024-04-13,Bengaluru,21,Referral,iOS,Pending
330,2025-02-09,Mumbai,55,Organic,Android,Completed
331,2025-02-03,Chennai,29,Affiliate,Android,Completed
332,2024-09-27,Delhi,37,Organic,Android,Completed
333,2024-08-14,Mumbai,49,Referral,Android,Completed
334,2025-08-28,Bengaluru,50,Organic,Android,Completed
335,2024-12-01,Hyderabad,19,Referral,iOS,Completed
336,2025-08-13,Chennai,43,Meta,Android,Completed
337,2025-12-04,Mumbai,56,Google,Android,Completed
338,2024-08-19,Delhi,32,Referral,iOS,Completed
339,2024-05-27,Delhi,40,Affiliate,iOS,Completed
340,2025-11-26,Pune,29,Referral,Android,Pending
341,2025-04-08,Chennai,48,Referral,iOS,Completed
342,2024-07-31,Mumbai,22,Organic,Android,Completed
343,2025-03-29,Hyderabad,39,Affiliate,Android,Pending
344,2025-01-10,Pune,35,Meta,Android,Completed
345,2025-10-23,Delhi,44,Organic,iOS,Completed
346,2024-07-05,Bengaluru,38,Meta,iOS,Completed
347,2025-12-24,Mumbai,59,Referral,iOS,Completed
348,2025-11-14,Hyderabad,59,Referral,iOS,Pending
349,2024-05-11,Pune,29,Meta,Android,Completed
350,2024-04-30,Mumbai,19,Google,Android,Completed
351,2025-01-24,Bengaluru,38,Google,iOS,Completed
352,2024-02-02,Mumbai,42,Referral,Android,Completed
353,2024-08-06,Delhi,49,Affiliate,Android,Completed
354,2024-11-13,Bengaluru,40,Referral,Android,Completed
355,2025-12-08,Bengaluru,42,Referral,Android,Completed
356,2025-12-25,Hyderabad,18,Referral,iOS,Completed
357,2024-04-20,Chennai,50,Meta,Android,Pending
358,2025-10-12,Mumbai,31,Meta,iOS,Completed
359,2024-03-07,Hyderabad,34,Meta,Android,Completed
360,2025-06-30,Hyderabad,35,Organic,Android,Completed
361,2025-09-09,Chennai,21,Meta,iOS,Completed
362,2025-10-12,Pune,38,Organic,Android,Completed
363,2024-06-12,Pune,34,Affiliate,Android,Completed
364,2025-10-14,Mumbai,27,Affiliate,Android,Completed
365,2024-03-25,Pune,28,Meta,Android,Pending
366,2025-01-13,Bengaluru,19,Referral,Android,Completed
367,2024-12-08,Pune,55,Organic,iOS,Pending
368,2024-08-18,Bengaluru,30,Meta,Android,Completed
369,2024-01-17,Bengaluru,54,Affiliate,Android,Completed
370,2025-07-17,Bengaluru,53,Meta,Android,Pending
371,2024-09-01,Bengaluru,37,Affiliate,Android,Completed
372,2025-04-28,Delhi,51,Organic,Android,Pending
373,2024-10-26,Hyderabad,26,Affiliate,Android,Completed
374,2024-09-29,Chennai,25,Google,Android,Completed
375,2025-10-08,Bengaluru,55,Organic,Android,Completed
376,2024-03-09,Mumbai,45,Referral,Android,Pending
377,2025-06-21,Bengaluru,46,Referral,Android,Pending
378,2025-06-29,Bengaluru,56,Organic,Android,Completed
379,2024-10-04,Chennai,18,Google,Android,Completed
380,2024-07-10,Hyderabad,25,Affiliate,Android,Completed
381,2024-01-04,Mumbai,58,Organic,Android,Completed
382,2025-11-14,Mumbai,23,Organic,iOS,Completed
383,2025-11-22,Pune,36,Affiliate,Android,Completed
384,2024-06-24,Hyderabad,18,Referral,Android,Completed
385,2024-01-24,Mumbai,31,Meta,iOS,Completed
386,2024-03-30,Pune,25,Google,Android,Pending
387,2024-02-19,Mumbai,28,Affiliate,iOS,Completed
388,2025-08-29,Mumbai,52,Affiliate,iOS,Pending
389,2025-10-13,Chennai,29,Organic,iOS,Completed
390,2024-04-21,Hyderabad,52,Affiliate,Android,Pending
391,2025-06-29,Bengaluru,55,Meta,Android,Completed
392,2024-05-10,Chennai,40,Google,Android,Completed
393,2024-09-25,Mumbai,40,Google,Android,Completed
394,2025-03-13,Chennai,32,Meta,iOS,Completed
395,2025-06-09,Delhi,46,Meta,Android,Completed
396,2025-09-30,Chennai,51,Affiliate,Android,Completed
397,2024-02-02,Pune,54,Organic,Android,Completed
398,2024-05-23,Chennai,26,Referral,iOS,Completed
399,2024-07-23,Pune,46,Organic,iOS,Completed
400,2024-08-14,Hyderabad,23,Organic,iOS,Completed
401,2025-12-29,Bengaluru,38,Google,Android,Completed
402,2025-07-21,Hyderabad,21,Referral,iOS,Completed
403,2024-08-21,Delhi,41,Google,iOS,Completed
404,2025-12-10,Chennai,53,Google,iOS,Completed
405,2024-12-30,Mumbai,52,Affiliate,Android,Completed
406,2024-12-31,Chennai,48,Google,Android,Completed
407,2024-11-12,Delhi,42,Referral,Android,Pending
408,2024-04-15,Chennai,44,Affiliate,Android,Completed
409,2025-11-13,Delhi,22,Referral,iOS,Completed
410,2024-01-11,Delhi,48,Affiliate,Android,Completed
411,2024-05-07,Mumbai,46,Affiliate,iOS,Completed
412,2024-06-16,Chennai,24,Organic,Android,Pending
413,2024-07-22,Bengaluru,44,Organic,iOS,Completed
414,2024-04-06,Mumbai,34,Google,iOS,Pending
415,2024-01-14,Delhi,39,Referral,iOS,Completed
416,2025-05-09,Bengaluru,52,Google,iOS,Completed
417,2025-12-08,Pune,31,Referral,iOS,Completed
418,2024-03-29,Delhi,56,Affiliate,Android,Completed
419,2024-08-04,Mumbai,35,Organic,Android,Completed
420,2025-01-04,Mumbai,39,Affiliate,iOS,Completed
421,2025-11-08,Mumbai,19,Meta,iOS,Completed
422,2025-05-21,Hyderabad,23,Affiliate,Android,Completed
423,2025-07-13,Delhi,29,Referral,Android,Completed
424,2025-02-28,Mumbai,59,Organic,iOS,Completed
425,2024-10-31,Pune,28,Affiliate,Android,Completed
426,2024-05-25,Hyderabad,34,Organic,Android,Completed
427,2025-09-22,Delhi,53,Google,iOS,Completed
428,2025-08-10,Hyderabad,31,Meta,iOS,Completed
429,2024-01-19,Hyderabad,52,Affiliate,iOS,Completed
430,2025-06-06,Bengaluru,23,Organic,iOS,Completed
431,2024-03-02,Chennai,23,Meta,iOS,Completed
432,2025-06-23,Mumbai,18,Organic,iOS,Completed
433,2025-08-25,Bengaluru,23,Google,iOS,Completed
434,2024-04-05,Hyderabad,43,Google,iOS,Completed
435,2024-11-12,Pune,21,Meta,Android,Completed
436,2024-03-31,Chennai,43,Referral,iOS,Completed
437,2025-02-18,Mumbai,43,Referral,Android,Completed
438,2025-11-08,Delhi,27,Referral,iOS,Completed
439,2024-02-29,Hyderabad,19,Organic,Android,Completed
440,2024-10-17,Mumbai,24,Referral,iOS,Pending
441,2025-12-11,Chennai,24,Referral,Android,Completed
442,2024-08-07,Mumbai,40,Organic,Android,Completed
443,2024-04-06,Mumbai,57,Affiliate,Android,Completed
444,2024-12-22,Bengaluru,36,Referral,iOS,Completed
445,2025-01-06,Chennai,44,Referral,Android,Pending
446,2025-04-28,Bengaluru,30,Meta,iOS,Pending
447,2024-08-17,Chennai,21,Referral,Android,Completed
448,2025-11-28,Pune,27,Google,Android,Completed
449,2025-01-15,Bengaluru,38,Referral,Android,Completed
450,2024-07-28,Bengaluru,54,Referral,Android,Completed
451,2025-12-02,Pune,28,Referral,iOS,Completed
452,2025-11-06,Bengaluru,59,Referral,Android,Completed
453,2024-12-30,Delhi,44,Organic,iOS,Completed
454,2024-01-19,Pune,32,Organic,Android,Completed
455,2025-03-11,Bengaluru,44,Meta,Android,Completed
456,2025-02-09,Hyderabad,47,Affiliate,iOS,Completed
457,2024-04-18,Delhi,46,Google,iOS,Completed
458,2025-04-07,Delhi,54,Meta,iOS,Completed
459,2025-09-05,Pune,45,Affiliate,Android,Completed
460,2024-03-18,Hyderabad,19,Referral,Android,Completed
461,2025-06-12,Mumbai,33,Organic,iOS,Pending
462,2024-04-12,Pune,56,Affiliate,Android,Completed
463,2025-06-30,Hyderabad,26,Affiliate,Android,Completed
464,2024-11-01,Bengaluru,38,Referral,Android,Completed
465,2024-01-05,Delhi,39,Referral,iOS,Completed
466,2025-12-06,Mumbai,41,Meta,iOS,Completed
467,2024-05-01,Hyderabad,54,Referral,iOS,Completed
468,2025-03-11,Pune,40,Google,iOS,Completed
469,2024-05-12,Bengaluru,18,Referral,iOS,Completed
470,2025-11-12,Chennai,28,Meta,Android,Completed
471,2025-06-22,Pune,44,Referral,Android,Completed
472,2025-08-10,Pune,50,Affiliate,Android,Completed
473,2024-11-11,Hyderabad,45,Referral,Android,Pending
474,2024-12-07,Mumbai,48,Affiliate,iOS,Completed
475,2025-04-08,Bengaluru,28,Meta,iOS,Completed
476,2025-07-26,Pune,22,Referral,iOS,Completed
477,2025-09-10,Delhi,57,Google,Android,Completed
478,2024-01-14,Delhi,41,Referral,Android,Completed
479,2025-04-29,Chennai,49,Google,iOS,Completed
480,2024-03-20,Chennai,58,Referral,iOS,Completed
481,2024-07-29,Chennai,25,Organic,iOS,Completed
482,2025-08-28,Pune,54,Referral,Android,Completed
483,2024-07-01,Pune,33,Google,iOS,Completed
484,2025-08-04,Mumbai,44,Google,iOS,Completed
485,2024-12-03,Mumbai,34,Google,iOS,Completed
486,2024-06-18,Mumbai,26,Meta,iOS,Pending
487,2024-08-31,Hyderabad,54,Organic,Android,Completed
488,2025-01-22,Hyderabad,32,Meta,Android,Completed
489,2025-07-12,Pune,19,Organic,iOS,Pending
490,2025-03-18,Pune,24,Meta,iOS,Completed
